track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,spotify_search_link,youtube_search_url,youtube_url
Princess of China,"Coldplay, Rihanna",2,2011,10,24,0,0,0,0,0,0,0,0,120,Unknown,Major,50,37,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273de0cd11d7b31c3bd1fd5983d,https://open.spotify.com/track/4HXOBjwv2RnLpGG4xWOO6N,,https://www.youtube.com/watch?v=1Uw6ZkbsAH8
Charlie Brown,Coldplay,1,2011,10,24,0,0,0,0,0,0,0,0,120,Unknown,Major,50,37,29,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273de0cd11d7b31c3bd1fd5983d,https://open.spotify.com/track/1yqMgZNrevsWMLWfO2PRp5,,https://www.youtube.com/watch?v=zTFBJgnNgU4
Every Teardrop Is a Waterfall,Coldplay,1,2011,10,24,0,0,0,0,0,0,0,0,120,Unknown,Major,50,39,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273de0cd11d7b31c3bd1fd5983d,https://open.spotify.com/track/2U8g9wVcUu9wsg6i7sFSv8,,https://www.youtube.com/watch?v=fyMhvkC3A84
Hurts Like Heaven,Coldplay,1,2011,10,24,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,27,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273de0cd11d7b31c3bd1fd5983d,https://open.spotify.com/track/6WF4hzdGXvXd1joERSXJjm,,https://www.youtube.com/watch?v=C8KV0mzqTXY
Clocks,Coldplay,1,2002,8,27,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,29,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82,https://open.spotify.com/track/0BCPKOYdS2jbQ8iyB56Zns,,https://www.youtube.com/watch?v=d020hcWA_Wg
Me And My Broken Heart,Rixton,1,2014,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,33,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273647377a36072bd08e44dd32b,https://open.spotify.com/track/1oew3nFNY3vMacJAsvry0S,,https://www.youtube.com/watch?v=7JJfJgyHYwU
Best Day Of My Life,American Authors,1,2014,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,42,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273cc761ba55b0e7abad4539abe,https://open.spotify.com/track/5Hroj5K7vLpIG4FNCRIjbP,,https://www.youtube.com/watch?v=Y66j_BUCBMY
Criminal,Britney Spears,1,2011,3,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,37,34,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733613a80185a11b15987d2885,https://open.spotify.com/track/6T689Jvh5KrSXyaPtUWZtQ,,https://www.youtube.com/watch?v=PvKw4ljBohA
If I Were a Boy,Beyonce,1,2008,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,40,31,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273b4c5982e1b92f97a126fc18c,https://open.spotify.com/track/1oQZk2bKBLgP1cbuFKvjkq,,https://www.youtube.com/watch?v=21F3BDUrgAE
Domino,Jessie J,1,2011,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,25,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2737805aebd5a39023d553ada3a,https://open.spotify.com/track/2fQxE0jVrjNMT9oJAXtSJR,,https://www.youtube.com/watch?v=UJtB55MaoD0
Count on Me,Bruno Mars,1,2010,5,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,31,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,https://open.spotify.com/track/3B5UbSndRz907IZhhmUfLi,,https://www.youtube.com/watch?v=6k8cpUkKK4c
"Hold On, We're Going Home","Drake, Majid Jordan",2,2013,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,40,34,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273adfb5909ec66db5fbb4d06c8,https://open.spotify.com/track/6jdOi5U5LBzQrc4c1VT983,,https://www.youtube.com/watch?v=GxgqpCdOKak
Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",3,2012,12,7,0,0,0,0,0,0,0,0,120,Unknown,Major,50,41,29,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273e6060caf9bf5b82c25240329,https://open.spotify.com/track/7ks6AZmFcm3Y6PGGxGSmlB,,https://www.youtube.com/watch?v=pESsKRCg6pQ
Turn Me On (feat. Nicki Minaj),"David Guetta, Nicki Minaj",2,2012,12,7,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273e29aab6674ac118bdb5bd75c,https://open.spotify.com/track/6T27IN7Ai94BeDv6PPCmoC,,https://www.youtube.com/watch?v=YVw7eJ0vGfM
Alejandro,Lady Gaga,1,2009,11,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,42,34,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273bfd247438980173d32fd5ba8,https://open.spotify.com/track/1HHeOs6zRdF8Ck58easiAY,,https://www.youtube.com/watch?v=niqrrmev4mA
Crazy,"Gnarls Barkley, CeeLo Green, Danger Mouse",3,2007,12,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,42,25,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273ceb0b3423d21e3da43c58b0b,https://open.spotify.com/track/1vxw6aYJls2oq3gW0DujAo,,https://www.youtube.com/watch?v=-N4jf6rtyuw
Tonight (I'm Lovin' You),"Enrique Iglesias, Ludacris, DJ Frank E",3,2010,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,31,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f6fa4a75fccc308f26c726c6,https://open.spotify.com/track/79R98MwYRcQZdAzjjzUbiX,,https://www.youtube.com/watch?v=Jx2yQejrrUE
I Wanna Go,Britney Spears,1,2011,3,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,38,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27395bd075ae33cd578106c2699,https://open.spotify.com/track/5cCAZS9VhLGEDV4NCfieeg,,https://www.youtube.com/watch?v=T-sxSd1uwoU
What Makes You Beautiful,One Direction,1,2012,5,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,42,26,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2734a5584795dc73860653a9a3e,https://open.spotify.com/track/4cluDES4hQEUhmXj6TXkSo,,https://www.youtube.com/watch?v=QJO3ROT-A4E
Story of My Life,One Direction,1,2013,11,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,37,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733cf0191cca87a4bc7e34bc4a,https://open.spotify.com/track/4nVBt6MZDDP6tRVdQTgxJg,,https://www.youtube.com/watch?v=W-TE_Ys4iwM
Hide Away,Daya,1,2016,10,7,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,25,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d5a0eaff23dc8cde8f9dec48,https://open.spotify.com/track/6QzJcnl5cvlDHVrx9mhE99,,https://www.youtube.com/watch?v=CbjlBJkDx5E
All Of The Lights,Kanye West,1,2010,11,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,42,29,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,https://open.spotify.com/track/22L7bfCiAkJo5xGSQgmiIO,,https://www.youtube.com/watch?v=HAfFfqiYLp0
Stronger,Kanye West,1,2007,9,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,38,26,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,https://open.spotify.com/track/4fzsfWzRhPawzqhX8Qt9F3,,https://www.youtube.com/watch?v=PsO6ZnUZI0g
POWER,Kanye West,1,2010,11,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,34,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,https://open.spotify.com/track/2gZUPNdnz5Y45eiGxpHGSc,,https://www.youtube.com/watch?v=chPDTUjnWgA
Goodbye My Lover,James Blunt,1,2005,8,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,38,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273b0cfde5f5c761a9bb26cdc53,https://open.spotify.com/track/6gxycjJNMgmAyfzUXBN80P,,https://www.youtube.com/watch?v=wVyggTKDcOE
Changes - Radio Mix,"Faul & Wad, PNAU",2,2013,12,6,0,0,0,0,0,0,0,0,120,Unknown,Major,50,40,26,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739b484ba06fc7f37e59bd1871,https://open.spotify.com/track/2SdMEke7JCBEo8t60iyw2r,,https://www.youtube.com/watch?v=I4U0-h4I3rM
Time to Pretend,MGMT,1,2007,12,14,0,0,0,0,0,0,0,0,120,Unknown,Major,50,42,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738b32b139981e79f2ebe005eb,https://open.spotify.com/track/4iG2gAwKXsOcijVaVXzRPW,,https://www.youtube.com/watch?v=B9dSYgd5Elk
Tonight Tonight,Hot Chelle Rae,1,2011,11,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,41,26,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733b97f1c9a0273bfbdc6bd791,https://open.spotify.com/track/2i0AUcEnsDm3dsqLrFWUCq,,https://www.youtube.com/watch?v=QzlNFcT2aOE
Animal,Neon Trees,1,2010,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,31,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2730f0039968cd918767d3f1488,https://open.spotify.com/track/0l4DTppOxy7NUaEcwXuOb6,,https://www.youtube.com/watch?v=gM7Hlg75Mlo
Pompeii,Bastille,1,2013,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,41,26,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273b89cf022db28fa31376e0ed8,https://open.spotify.com/track/4Ub8UsjWuewQrPhuepfVpd,,https://www.youtube.com/watch?v=F90Cw4l-8NY
Crazy In Love (feat. JAY-Z),"Beyonce, JAY-Z",2,2003,3,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,27,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a9fd4a0405945cd51e8de130,https://open.spotify.com/track/0TwBtDAWpkpM3srywFVOV5,,https://www.youtube.com/watch?v=kljJRpMtZTE
Complicated,Avril Lavigne,1,2002,6,4,0,0,0,0,0,0,0,0,120,Unknown,Major,50,38,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f7ec724fbf97a30869d06240,https://open.spotify.com/track/5xEM5hIgJ1jjgcEBfpkt2F,,https://www.youtube.com/watch?v=5NPBIwQyPWE
Sun Is Up - Play & Win Radio Edit,INNA,1,2011,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273ff5fc90894df240d13bc2e53,https://open.spotify.com/track/6FEQJ9e7d0t6IV1oHwQUrx,,https://www.youtube.com/watch?v=VNfFTuIk-dQ
Baby,"Justin Bieber, Ludacris",2,2010,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,33,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273629dc9e2e3bc20bbd7d92e4a,https://open.spotify.com/track/6epn3r7S14KUqlReYr77hA,,https://www.youtube.com/watch?v=kffacxfA7G4
Ready or Not,Bridgit Mendler,1,2012,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,38,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c0758d813c09f649f630f405,https://open.spotify.com/track/5xvUgoVED1F4mBu8FL0HaW,,https://www.youtube.com/watch?v=dPKG1-3LXBs
Hurricane,Bridgit Mendler,1,2012,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,34,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c0758d813c09f649f630f405,https://open.spotify.com/track/7gQ5c5HY6zMsIck6QLY9dJ,,https://www.youtube.com/watch?v=t-njAuS7eTQ
Break Free,"Ariana Grande, Zedd",2,2014,8,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,42,33,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273deec12a28d1e336c5052e9aa,https://open.spotify.com/track/12KUFSHFgT0XCoiSlvdQi4,,https://www.youtube.com/watch?v=L8eRzOYhLuw
Sorry,Justin Bieber,1,2015,11,13,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF,,https://www.youtube.com/watch?v=fRh_vgS2dFE
What the Hell,Avril Lavigne,1,2011,3,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,41,33,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27372c9f7a7c75eba39726106a6,https://open.spotify.com/track/2z4U9d5OAA4YLNXoCgioxo,,https://www.youtube.com/watch?v=tQmEd_UeeIk
Big Girls Don't Cry (Personal),Fergie,1,2006,9,13,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,33,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27310591d448ff910d4275893a6,https://open.spotify.com/track/3Q4WeJmzxuDpzMu9QjQqbM,,https://www.youtube.com/watch?v=agrXgrAgQ0U
Little Talks,Of Monsters and Men,1,2012,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,29,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273cb3f67e8026e2e493a1e8262,https://open.spotify.com/track/2ihCaVdNZmnHZWt0fvAM7B,,https://www.youtube.com/watch?v=ghb6eDopW8I
Catch & Release - Deepend Remix,"Matt Simons, Deepend",2,2015,9,30,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2736e9a4eb74c903acfea7bcd41,https://open.spotify.com/track/11BAVEGi1ivJ6JWLqKUNrZ,,https://www.youtube.com/watch?v=Rip0bX2qrIs
Stolen Dance,Milky Chance,1,2013,5,31,0,0,0,0,0,0,0,0,120,Unknown,Major,50,40,26,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732001bc1b4dd82d06631fcb9e,https://open.spotify.com/track/2jiPHbFX5XM8TjaTfYJ0eo,,https://www.youtube.com/watch?v=iX-QaNzd-0Y
This Is How We Do,Katy Perry,1,2013,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,31,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2731e9a057052d59004caf47e22,https://open.spotify.com/track/7GCElX2eJA5t0AFWw3WzKn,,https://www.youtube.com/watch?v=7RMQksXpQSk
A Thousand Miles,Vanessa Carlton,1,2002,4,30,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,31,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273bc3ada3a19bb4e657f10917e,https://open.spotify.com/track/4w1lzcaoZ1IC2K5TwjalRP,,https://www.youtube.com/watch?v=Cwkej79U3ek
Bad Day,Daniel Powter,1,2005,2,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,38,26,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d5d74dc15f88ec6e02c7378d,https://open.spotify.com/track/0mUyMawtxj1CJ76kn9gIZK,,https://www.youtube.com/watch?v=gH476CxJxfg
Cool Kids,Echosmith,1,2013,10,4,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,29,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273106fa02aaa287ec63af85aae,https://open.spotify.com/track/13P5rwmk2EsoFRIz9UCeh9,,https://www.youtube.com/watch?v=SSCzDykng4g
What Do You Mean?,Justin Bieber,1,2015,11,13,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,31,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,https://open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs,,https://www.youtube.com/watch?v=NywWB67Z7zQ
The Other Side,Jason Derulo,1,2013,9,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,31,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273ba30e4d27e93015180b4924d,https://open.spotify.com/track/6OPZtIV3uoZQT1YkoiEQH9,,https://www.youtube.com/watch?v=byp94CCWKSI
Boulevard of Broken Dreams,Green Day,1,2004,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738214d54694cb9813927f7f3f,https://open.spotify.com/track/1hwJKpe0BPUsq6UUrwBWTw,,https://www.youtube.com/watch?v=Soa3gO7tL-c
Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,"Robin Schulz, Jasmine Thompson",2,2014,9,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,42,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273ec67f6776573462a1ad9ee2d,https://open.spotify.com/track/4zLBcDtvYNVtF9fnG6lme3,,https://www.youtube.com/watch?v=Mo4cmTaEDIk
Apologize,OneRepublic,1,2007,11,20,0,0,0,0,0,0,0,0,120,Unknown,Major,50,37,27,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738d2a873567851166946387a0,https://open.spotify.com/track/3UhXPxLDFKCj1ZO6mmtV0a,,https://www.youtube.com/watch?v=ZSM3w1v-A_Y
Pursuit Of Happiness (Nightmare),"Kid Cudi, MGMT, Ratatat",3,2009,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273713f297a7bdc1d48971062b2,https://open.spotify.com/track/4kTLpAbhuEGHAAdDjOIWaa,,https://www.youtube.com/watch?v=3Z_Ys3BO_4M
Stole the Show,"Kygo, Parson James",2,2016,5,13,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,29,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2737247979b8bc6027bf97043ef,https://open.spotify.com/track/5masKPHeAOVNgxdLebIcK7,,https://www.youtube.com/watch?v=BgfcToAjfdc
Locked Away (feat. Adam Levine),"R. City, Adam Levine",2,2015,10,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27374b157379e7686df3d0850a4,https://open.spotify.com/track/7x5xYW5W42OGPAdHUyyguy,,https://www.youtube.com/watch?v=6GUm5g8SG4o
Firestone,"Kygo, Conrad Sewell",2,2016,5,13,0,0,0,0,0,0,0,0,120,Unknown,Major,50,41,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2737247979b8bc6027bf97043ef,https://open.spotify.com/track/1I8tHoNBFTuoJAlh4hfVVE,,https://www.youtube.com/watch?v=9Sc-ir2UwGU
I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb",2,2016,5,6,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,26,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2731db27fa11dbafa67857da8f3,https://open.spotify.com/track/0vbtURX4qv1l7besfwmnD8,,https://www.youtube.com/watch?v=foE1mO2yM04
Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2014,10,31,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,27,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738fba5806a323efd272677c4d,https://open.spotify.com/track/7MmG8p0F9N3C4AXdK6o6Eb,,https://www.youtube.com/watch?v=MjEYCUJuh-g
Heartbeat Song,Kelly Clarkson,1,2015,2,27,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,31,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c81b0f8ba584a2aff59cb132,https://open.spotify.com/track/7FC9Lng8iXU081lbigu8m8,,https://www.youtube.com/watch?v=d4_6N-k5VS4
Oops!...I Did It Again,Britney Spears,1,2000,5,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,37,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c50b7d96737041f4bfd844d6,https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ,,https://www.youtube.com/watch?v=CduA0TULnow
Neon Lights,Demi Lovato,1,2013,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273aadb13ae608f6af20528409b,https://open.spotify.com/track/34MJ07N9Bhu6iKPaxSVnCT,,https://www.youtube.com/watch?v=v9uDwppN5-w
#thatPOWER,"will.i.am, Justin Bieber",2,2013,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,29,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273642efc0b3f045f34316d2cf3,https://open.spotify.com/track/01TuObJVd7owWchVRuQbQw,,https://www.youtube.com/watch?v=DGIgXP9SvB8
I Cry,Flo Rida,1,2012,6,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,39,34,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27315785fa4f22f8c50902b3a42,https://open.spotify.com/track/3zrYNl1aMdFrQkcOjKVr5u,,https://www.youtube.com/watch?v=OLuWHr6-0YQ
Gimme More,Britney Spears,1,2007,10,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,42,34,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d0a8bfe18f25429d76886b1e,https://open.spotify.com/track/6ic8OlLUNEATToEFU3xmaH,,https://www.youtube.com/watch?v=elueA2rofoo
Single Ladies (Put a Ring on It),Beyonce,1,2008,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,40,27,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273b4c5982e1b92f97a126fc18c,https://open.spotify.com/track/557un1HgwYMuqfWGSTmnxw,,https://www.youtube.com/watch?v=-RP19fnff_c
...Baby One More Time,Britney Spears,1,1999,1,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,38,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27336cf58e3e7cf36a145b1da18,https://open.spotify.com/track/3MjUtNVVq3C8Fn0MP3zhXa,,https://www.youtube.com/watch?v=C-u5WLJ9Yk4
Bumpy Ride,Mohombi,1,2010,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,41,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733cfcf82ef4d0685f4e4e95a5,https://open.spotify.com/track/4flXUmmCKe1GAAvIoptHq7,,https://www.youtube.com/watch?v=G2RCCDSBEGk
Say Something,A Great Big World,1,2013,9,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,41,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739e2acbb00244d6da17edb0cf,https://open.spotify.com/track/3LPrkLUIUMQvB1p908p37m,,https://www.youtube.com/watch?v=-2U0Ivkn2Ds
It Will Rain,Bruno Mars,1,2011,9,27,0,0,0,0,0,0,0,0,120,Unknown,Major,50,39,27,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273dec2e6bae5062b94fc4eeb84,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB,,https://www.youtube.com/watch?v=W-w3WfgpcGg
Smack That,"Akon, Eminem",2,2006,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d9bcf5565005950b353bc9cf,https://open.spotify.com/track/3qKGvSu1inEZKwYQnMavNA,,https://www.youtube.com/watch?v=bKDdT_nyP54
Tongue Tied,GROUPLOVE,1,2011,9,2,0,0,0,0,0,0,0,0,120,Unknown,Major,50,40,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d84a9bbcba91cb6a4a212b1b,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,,https://www.youtube.com/watch?v=1x1wjGKHjBI
Feel So Close - Radio Edit,Calvin Harris,1,2012,10,29,0,0,0,0,0,0,0,0,120,Unknown,Major,50,39,26,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,https://open.spotify.com/track/1gihuPhrLraKYrJMAEONyc,,https://www.youtube.com/watch?v=Nh_bdvA8cVM
Stereo Love,"Edward Maya, Vika Jigulina",2,2009,7,7,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27382cd7c9b928ad028f9afb73a,https://open.spotify.com/track/0gBfLS4aqbrr1ZvVv8dqWB,,https://www.youtube.com/watch?v=p-Z3YrHJ1sU
Till the World Ends,Britney Spears,1,2011,3,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,25,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733613a80185a11b15987d2885,https://open.spotify.com/track/38iU2jg98IZZEIJPrP7aWD,,https://www.youtube.com/watch?v=qzU9OrZlKb8
Need You Now,Lady A,1,2010,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,41,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2735a8b541ca2a563671ff38ddf,https://open.spotify.com/track/7GAaTpSoTWUTbP2Yxlt4Hd,,https://www.youtube.com/watch?v=eM213aMKTHg
We Own The Night,The Wanted,1,2013,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,27,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273296c89a14667b01a90c09a71,https://open.spotify.com/track/6XS8t28Zl7a9LiZacsRdNK,,https://www.youtube.com/watch?v=8piAL5rD6wI
Prayer in C - Robin Schulz Radio Edit,"Lilly Wood and The Prick, Robin Schulz",2,2014,5,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,34,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2730538d5d965798a403219a470,https://open.spotify.com/track/5fnA9mkIfScSqHIpeDyvck,,https://www.youtube.com/watch?v=fiore9Z5iUg
Dance Again (feat. Pitbull),"Jennifer Lopez, Pitbull",2,2012,7,20,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,25,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732ffb07fb01f96370e31152bf,https://open.spotify.com/track/4d2hD63oUGU3s7L66JD0BE,,https://www.youtube.com/watch?v=bjgFH01k0gU
Runnin' (Lose It All),"Naughty Boy, Beyonce, Arrow Benjamin",3,2015,9,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,39,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c24dcf24b68739638e3231bd,https://open.spotify.com/track/5yZvaUVyuXfSVUaMumFi6l,,https://www.youtube.com/watch?v=eJSik6ejkr0
I Lived,OneRepublic,1,2013,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739e2f95ae77cf436017ada9cb,https://open.spotify.com/track/3IQF4xCQUPicbA4hWfTxPo,,https://www.youtube.com/watch?v=z0rxydSolwU
Love Me,Justin Bieber,1,2009,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,39,34,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,https://open.spotify.com/track/0yIywEquxORnu1dR0WYsdN,,https://www.youtube.com/watch?v=qdDVtFvJwUc
Memories (feat. Kid Cudi),"David Guetta, Kid Cudi",2,2010,11,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,25,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2731813115ff10c5f5ae028321d,https://open.spotify.com/track/5xYC48nOppVemY6U5GRGTb,,https://www.youtube.com/watch?v=NUVCQXMUVnI
