track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,spotify_search_link,youtube_search_url,youtube_url
I Will Wait,Mumford & Sons,1,2012,9,21,0,0,0,0,0,0,0,0,120,Unknown,Major,50,37,29,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27383f859512262378f2aa50a22,https://open.spotify.com/track/5PRRthP9SLfbXB359MfIWv,,https://www.youtube.com/watch?v=rGKfrgqWcv0
La Bicicleta,"Carlos Vives, Shakira",2,2017,11,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,42,25,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2730c0b28429d801bf7a429b037,https://open.spotify.com/track/0Gx4VrHzS7pZOEAGrmXXBH,,https://www.youtube.com/watch?v=-UV0QGLmYys
Billionaire (feat. Bruno Mars),"Travie McCoy, Bruno Mars",2,2010,3,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,40,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732780cc9f7796e04f367e394d,https://open.spotify.com/track/2M9ULmQwTaTGmAdXaXpfz5,,https://www.youtube.com/watch?v=8aRor905cCw
Wing$,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis",3,2012,10,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,40,34,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732a6b364528b128a4a17d100d,https://open.spotify.com/track/5n5uyFpfopa4mNdSN0gTaH,,https://www.youtube.com/watch?v=gAg3uMlNyHA
Treat You Better,Shawn Mendes,1,2016,9,23,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2731376b4b16f4bfcba02dc571b,https://open.spotify.com/track/1rtDwblY1CJ9i490fMzJnc,,https://www.youtube.com/watch?v=lY2yjAdbvdQ
If I Lose Myself - Alesso vs OneRepublic,"OneRepublic, Alesso",2,2014,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,38,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2736f91180b662ca15ad2fb88f0,https://open.spotify.com/track/3ScJy88F8KqGDfWu8XJhHx,,https://www.youtube.com/watch?v=dLa_ryRjC7M
Exceptional,China Anne McClain,1,2011,10,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,42,34,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739c623e7f404ddc2d4fea0b03,https://open.spotify.com/track/6cDQo6MvkQJbp2xlZx6uJc,,https://www.youtube.com/watch?v=wA4hkKLHeFY
Walking On A Dream,Empire Of The Sun,1,2008,10,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,27,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f3aa0e6ca22a382007f61e4d,https://open.spotify.com/track/5r5cp9IpziiIsR6b93vcnQ,,https://www.youtube.com/watch?v=eimgRedLkkU
OMG (feat. will.i.am),"USHER, will.i.am",2,2010,3,30,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,31,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27386b0c9728ad3ed338eaeea79,https://open.spotify.com/track/1bM50INir8voAkVoKuvEUI,,https://www.youtube.com/watch?v=1RnPB76mjxI
Live While We're Young,One Direction,1,2012,11,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2734e31e0d38b89b8fb239d4fbf,https://open.spotify.com/track/6Vh03bkEfXqekWp7Y1UBRb,,https://www.youtube.com/watch?v=AbPED9bisSc
Young And Beautiful,Lana Del Rey,1,2013,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d7fb3e4c63020039d1cff6b2,https://open.spotify.com/track/2nMeu6UenVvwUktBCpLMK9,,https://www.youtube.com/watch?v=o_1aF54DO60
Rocketeer,"Far East Movement, Ryan Tedder, Ruff Loaderz",3,2010,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,29,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d3f56f976af6d193a16dcd4e,https://open.spotify.com/track/3ZuiIFm9nRnkRz8AZAekjJ,,https://www.youtube.com/watch?v=RcmKbTR--iA
I Knew You Were Trouble (Taylor's Version),Taylor Swift,1,2021,11,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,39,25,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,https://open.spotify.com/track/6AtZLIzUINvExIUy4QhdjP,,https://www.youtube.com/watch?v=TqAollrUJdA
22 (Taylor's Version),Taylor Swift,1,2021,11,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,39,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,https://open.spotify.com/track/3yII7UwgLF6K5zW3xad3MP,,https://www.youtube.com/watch?v=9boiT64sm0Q
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,1,2021,11,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,32,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,https://open.spotify.com/track/5YqltLsjdqFtvqE7Nrysvs,,https://www.youtube.com/watch?v=zJFcr1KyFqE
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),"Pitbull, Jennifer Lopez, Claudia Leitte",3,2014,11,24,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,33,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273e6efeff81a318670a292090f,https://open.spotify.com/track/1PCvKFPWnTXAe2oaReVUcr,,https://www.youtube.com/watch?v=TGtWWb9emYI
Magic in the Air (feat. Ahmed Chawki),"Magic System, Chawki",2,2014,5,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,37,31,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273e2c130193d338ac38c24322d,https://open.spotify.com/track/3s6ltUrI93LBKU8taezsLn,,https://www.youtube.com/watch?v=jraYCQ0IRws
Worth It (feat. Kid Ink),"Fifth Harmony, Kid Ink",2,2015,1,30,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27342d324c29b1f8d408c08f86b,https://open.spotify.com/track/41Fflg7qHiVOD6dEPvsCzO,,https://www.youtube.com/watch?v=YBHQbu5rbdQ
Love You Like A Love Song,Selena Gomez & The Scene,1,2011,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,40,29,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2731c8193de8d62b2ffa49a09db,https://open.spotify.com/track/0laYHRpNTS6i8FXdupHkJ4,,https://www.youtube.com/watch?v=EgT_us6AsDg
Not Afraid,Eminem,1,2010,6,18,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,https://open.spotify.com/track/7Ie9W94M7OjPoZVV216Xus,,https://www.youtube.com/watch?v=j5-yKhDd64s
E.T.,Katy Perry,1,2012,3,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,35,25,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2731d955011a3ed477dc77865ad,https://open.spotify.com/track/4z8ssgZfs5TzKiO8HaGWXO,,https://www.youtube.com/watch?v=t5Sd5c4o9UM
All About That Bass,Meghan Trainor,1,2015,1,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,36,33,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2737aef0a9ce5c2a75e77404b77,https://open.spotify.com/track/5jE48hhRu8E6zBDPRSkEq7,,https://www.youtube.com/watch?v=7PCkvCPvDXk
Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",2,2015,1,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,37,27,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2739860171ddfee17f77a570cf6,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,,https://www.youtube.com/watch?v=OPf0YbXqDm0
Bad Blood,"Taylor Swift, Kendrick Lamar",2,2015,5,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,38,30,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2737941dc6a3a023016acbe3d06,https://open.spotify.com/track/6xsEAm6w9oMQYYg3jkEkMT,,https://www.youtube.com/watch?v=QcIy9NiNbmo
a thousand years,Christina Perri,1,2011,11,4,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,33,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733dea4a2ccd58ad1f8e4dbb03,https://open.spotify.com/track/6z5Yh7kOKeLjqIsNdokIpU,,https://www.youtube.com/watch?v=rtOvBOTyX00
Propuesta Indecente,Romeo Santos,1,2014,2,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,44,27,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273e9da42890bbd629df1e8f640,https://open.spotify.com/track/5PycBIeabfvX3n9ILG7Vrv,,https://www.youtube.com/watch?v=QFs3PIZb3js
Best I Ever Had,Drake,1,2010,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,37,27,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27354ef13c30a024a7f1ba79efd,https://open.spotify.com/track/1GxHeBvQ9935Dd3cSfsfBa,,https://www.youtube.com/watch?v=Zfp3KfYH0xA
Wildest Dreams,Taylor Swift,1,2014,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,39,34,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273b7e976d2b35c767f9012cb72,https://open.spotify.com/track/3fVnlF4pGqWI9flVENcT28,,https://www.youtube.com/watch?v=IdneKLhsWOQ
Trap Queen,Fetty Wap,1,2015,9,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,43,28,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273df7c1e1c441dd172ea8f29f9,https://open.spotify.com/track/0TzxcB6dK46vgXZT2P8qeR,,https://www.youtube.com/watch?v=i_kF4zLNKio
Daylight,Maroon 5,1,2012,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,38,31,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273fc8633e22a7dba6aab817bff,https://open.spotify.com/track/1NNAI51EuoRWw1ydX1zV7S,,https://www.youtube.com/watch?v=ZxcGPnOcDSQ
Love Is Gone - Acoustic,"SLANDER, Dylan Matthew",2,2019,11,13,0,0,0,0,0,0,0,0,120,Unknown,Major,50,17,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733892a2a2c261629f34bb5536,https://open.spotify.com/track/7F1CiKqrY44kh5cDqwHOnx,,https://www.youtube.com/watch?v=hCrtcVDgCGw
Moral of the Story,Ashe,1,2021,5,7,0,0,0,0,0,0,0,0,120,Unknown,Major,50,19,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27380b423563e0a4673965dcce1,https://open.spotify.com/track/69HzZ3ti9DLwb0GdWCGYSo,,https://www.youtube.com/watch?v=nQ9SLV6BlJQ
Can We Kiss Forever?,"Kina, Adriana Proenza",2,2018,8,31,0,0,0,0,0,0,0,0,120,Unknown,Major,50,17,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27313584782bb6d165483d296ed,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,,https://www.youtube.com/watch?v=3Soht3ISW-E
Everybody Dies In Their Nightmares,XXXTENTACION,1,2017,8,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,18,15,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,,https://www.youtube.com/watch?v=7JGDWKJfgxQ
Your Power,Billie Eilish,1,2021,7,30,0,0,0,0,0,0,0,0,120,Unknown,Major,50,19,15,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,https://open.spotify.com/track/042Sl6Mn83JHyLEqdK7uI0,,https://www.youtube.com/watch?v=fzeWc3zh01g
Empty Space,James Arthur,1,2019,10,18,0,0,0,0,0,0,0,0,120,Unknown,Major,50,17,23,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f740f5f279648d0a1147e6a6,https://open.spotify.com/track/6GFfDRG1Sff3IZaD0TYro4,,https://www.youtube.com/watch?v=0VD9x50vh8o
letting you go - demo,CLAY,1,2022,12,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,22,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273ac98e5ecbbb7531840041f40,https://open.spotify.com/track/5XMiziJ3bT3zHZzzHW2QtP,,https://www.youtube.com/watch?v=4l8vVpSenMc
Somewhere Between,James Walker,1,2023,4,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,15,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2736ef5d9397e22735ace20d3ba,https://open.spotify.com/track/0NNbqN0LnZlAtFzxGKqZeG,,https://www.youtube.com/watch?v=U9NeNsiTefo
kiss me before u go.,"will hyde, Jess Benko",2,2022,9,14,0,0,0,0,0,0,0,0,120,Unknown,Major,50,24,16,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273ec86aaf253fa4b279f42f93b,https://open.spotify.com/track/1n6wEo9WEfUHm2VcOx67dw,,https://www.youtube.com/watch?v=eKTDkeuubiA
The Conversation,James Walker,1,2020,11,20,0,0,0,0,0,0,0,0,120,Unknown,Major,50,20,24,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27372ebea0d75b6c12b706096e6,https://open.spotify.com/track/6FNnQzlwLa8L68jSd7cJeu,,https://www.youtube.com/watch?v=tIYUGfT0oQ4
Memories,Conan Gray,1,2022,4,15,0,0,0,0,0,0,0,0,120,Unknown,Major,50,23,23,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27360a89b781c62ffe2136e4396,https://open.spotify.com/track/7AYP21Q4qnxw2WxETEvSRb,,https://www.youtube.com/watch?v=2lSyHZLzNYA
What If I Told You That I Love You,Ali Gatie,1,2021,3,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,23,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732a0e84f7f86349253277349b,https://open.spotify.com/track/6USdi8uX5GNAPYziFhisHb,,https://www.youtube.com/watch?v=NKzd_YiW9AQ
Weathered - Stripped,James Walker,1,2021,2,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,20,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d1d2440b8137ce5d99a146d8,https://open.spotify.com/track/3AnaM2KjdnVzEsyZJeWpa3,,https://www.youtube.com/watch?v=yfWJ_3wkDP0
Half A Man,Dean Lewis,1,2019,3,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,21,16,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a787f718fb485b66d6219247,https://open.spotify.com/track/1ugQtcwmKOXvKAYzhjncmv,,https://www.youtube.com/watch?v=Kua2dDhqzZw
traitor,Olivia Rodrigo,1,2021,5,21,0,0,0,0,0,0,0,0,120,Unknown,Major,50,22,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,,https://www.youtube.com/watch?v=CRrf3h9vhp8
Forever,Lewis Capaldi,1,2019,5,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,16,15,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,https://open.spotify.com/track/12OLyHDxt6dqlAybSPFBK3,,https://www.youtube.com/watch?v=fKhdec3uyrQ
Robbery,Juice WRLD,1,2019,3,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,17,16,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738b27d35aa2c6dcf99895d664,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,,https://www.youtube.com/watch?v=iI34LYmJ1Fs
you were good to me (bonus track),"Jeremy Zucker, Chelsea Cutler",2,2020,4,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,21,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273553de6179fd1ba659a9fbbb7,https://open.spotify.com/track/0JnSoyZMTYZLWFVdVT1JFZ,,https://www.youtube.com/watch?v=06k5XN78OP0
the remedy for a broken heart (why am I so in love),XXXTENTACION,1,2018,3,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,18,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7,,https://www.youtube.com/watch?v=ndCI8DIM86w
If The World Was Ending,"JP Saxe, Julia Michaels",2,2019,10,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,21,16,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27329263dfeae142e9d08814431,https://open.spotify.com/track/6dTBKBqIN4324sThIkZpMj,,https://www.youtube.com/watch?v=1jO2wSpAoxA
When You Love Someone,James TW,1,2019,4,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,18,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2736f6fd002ef1fc6b1f3f90c87,https://open.spotify.com/track/0TXNKTzawI6VgLoA9UauRp,,https://www.youtube.com/watch?v=0Bf3CJZ4hvg
Jocelyn Flores,XXXTENTACION,1,2017,8,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,19,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,,https://www.youtube.com/watch?v=FAucVNRx_mU
nothing ever changes.,will hyde,1,2021,12,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,17,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c56452efa93e8cc794a25b26,https://open.spotify.com/track/7GCP46SVdrrxlWqiYVPzDV,,https://www.youtube.com/watch?v=UNFLCkz1Omk
Hold On,Chord Overstreet,1,2017,2,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,16,24,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c60473419a4ce96822541181,https://open.spotify.com/track/5vjLSffimiIP26QG5WcN2K,,https://www.youtube.com/watch?v=8ofCZObsnOo
all the kids are depressed,Jeremy Zucker,1,2018,5,4,0,0,0,0,0,0,0,0,120,Unknown,Major,50,20,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273455cc3060b25c1f0015269fe,https://open.spotify.com/track/75ls0gurX68lUmMjE7QcsE,,https://www.youtube.com/watch?v=Z1Octy15tGc
Can I Be Him,James Arthur,1,2016,10,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,23,23,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738d34e1fc21441df43571faaa,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX,,https://www.youtube.com/watch?v=s3j4Mo9iMn4
If You Want Love,NF,1,2017,10,6,0,0,0,0,0,0,0,0,120,Unknown,Major,50,15,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273cd733919ee57d0cc466e152f,https://open.spotify.com/track/3i5qVV8azKqGFK4Gzdt5YS,,https://www.youtube.com/watch?v=LfxY1sg5_rw
Train Wreck,James Arthur,1,2016,10,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,15,15,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738d34e1fc21441df43571faaa,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H,,https://www.youtube.com/watch?v=z6guy8-4Zwg
Lonely (with benny blanco),"Justin Bieber, benny blanco",2,2020,10,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,24,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,https://open.spotify.com/track/7HWetAoWK9qkFM575HONAY,,https://www.youtube.com/watch?v=xQOO2xGQ1Pc
Time,NF,1,2019,7,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,22,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273942a0c9ac8f1def7c8805044,https://open.spotify.com/track/6MxMqCgqmekcr0VwSU7AVH,,https://www.youtube.com/watch?v=E1ZVSFfCk9g
Eastside (with Halsey & Khalid),"benny blanco, Halsey, Khalid",3,2018,12,7,0,0,0,0,0,0,0,0,120,Unknown,Major,50,17,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273693dbf001d5b2d06ad9e5f4d,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,,https://www.youtube.com/watch?v=56WBK4ZK_cw
July,Noah Cyrus,1,2020,5,15,0,0,0,0,0,0,0,0,120,Unknown,Major,50,24,16,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2737f66b73bd6e86f4c8d2a7692,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,,https://www.youtube.com/watch?v=KhjTa_7Nq6Y
Lost In The Moment,"NF, Andreas Moss",2,2016,4,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,18,15,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27314c95b3975386061f46f3983,https://open.spotify.com/track/3qEg6xYffvuvwpq4U6FRrK,,https://www.youtube.com/watch?v=jMgE61PjKKw
Hard Sometimes,Ruel,1,2019,9,13,0,0,0,0,0,0,0,0,120,Unknown,Major,50,24,24,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27363752b7ac5728ac2fc8d3071,https://open.spotify.com/track/0D2xguFRqCF0OUqXCkqrpU,,https://www.youtube.com/watch?v=rhIyzhMwvGo
hate u love u,Olivia O'Brien,1,2016,12,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,21,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27308862f843ea27f44f8e8cbd8,https://open.spotify.com/track/6ATgDc6e4sPn84hvJsAmPt,,https://www.youtube.com/watch?v=4rpShILrsWE
Paralyzed,NF,1,2015,3,31,0,0,0,0,0,0,0,0,120,Unknown,Major,50,23,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27395d5d85909d5deb5cee9f311,https://open.spotify.com/track/5DHQKZCOZhGNTbYBCekWx0,,https://www.youtube.com/watch?v=DHhHUZsXTBk
To Build A Home,"The Cinematic Orchestra, Patrick Watson",2,2007,5,7,0,0,0,0,0,0,0,0,120,Unknown,Major,50,24,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273b4b0deaf4a24a795396a9d24,https://open.spotify.com/track/54KFQB6N4pn926IUUYZGzK,,https://www.youtube.com/watch?v=bjjc59FgUpg
Broken,Anson Seabra,1,2020,5,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,21,23,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273e471b0b396a4dc0c0066d4f1,https://open.spotify.com/track/2AHKsVXN6BjBO8SEVX6cBC,,https://www.youtube.com/watch?v=VDA04YOAd4c
Too Good At Goodbyes,Sam Smith,1,2017,11,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,22,15,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273005cd7d0ae87b081601f6cca,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,,https://www.youtube.com/watch?v=J_ub7Etch2U
All I Want,Kodaline,1,2013,6,17,0,0,0,0,0,0,0,0,120,Unknown,Major,50,21,15,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733e42854096da9a3b1ca901c9,https://open.spotify.com/track/0NlGoUyOJSuSHmngoibVAs,,https://www.youtube.com/watch?v=mtf7hC17IBM
You're Somebody Else,flora cash,1,2018,6,19,0,0,0,0,0,0,0,0,120,Unknown,Major,50,18,24,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c13769cf3b834a466778a9c5,https://open.spotify.com/track/0pdKRp2sUthTPe7RLWpPqQ,,https://www.youtube.com/watch?v=qVdPh2cBTN0
changes,XXXTENTACION,1,2018,3,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,16,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,,https://www.youtube.com/watch?v=f0bbDFRYD_A
What A Time (feat. Niall Horan),"Julia Michaels, Niall Horan",2,2019,1,24,0,0,0,0,0,0,0,0,120,Unknown,Major,50,19,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2737e706949994bcef39b09da4e,https://open.spotify.com/track/5WtfUKzXircvW8l5aaVZWT,,https://www.youtube.com/watch?v=bPYefBD1Rzs
Dancing With Your Ghost,Sasha Alex Sloan,1,2019,6,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,15,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273141cf717cd3993690358a60c,https://open.spotify.com/track/1TQXIltqoZ5XXyfCbAeSQQ,,https://www.youtube.com/watch?v=Qzc_aX8c8g4
Water Fountain,Alec Benjamin,1,2018,11,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,17,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370,https://open.spotify.com/track/4IhKLu7Vk3j2TLmnFPl6To,,https://www.youtube.com/watch?v=6uFWshoWTLU
Break My Heart Again,FINNEAS,1,2020,8,7,0,0,0,0,0,0,0,0,120,Unknown,Major,50,16,15,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733e21a8c14f533edf876be407,https://open.spotify.com/track/7zw6nQHTwml1mVuQDf5V6k,,https://www.youtube.com/watch?v=HjmBLCbTgDo
everything i wanted,Billie Eilish,1,2019,11,13,0,0,0,0,0,0,0,0,120,Unknown,Major,50,16,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f2248cf6dad1d6c062587249,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,,https://www.youtube.com/watch?v=EgBJmlPo8Xw
Can you hear me?,BEN,1,2019,8,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,24,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273be9d950e1a6eda72459199b1,https://open.spotify.com/track/1fCmKyU45uVjLT2J1Kn8pS,,https://www.youtube.com/watch?v=oHT_XE3NONo
Thank you for Goodbye,BEN,1,2019,7,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,24,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27360a7e4fb6d85a3034d9ce49c,https://open.spotify.com/track/6Bg4lDnamQKDVbiV7M53z1,,https://www.youtube.com/watch?v=JDgkNYTuVkM
Me After You,Paul Kim,1,2018,10,29,0,0,0,0,0,0,0,0,120,Unknown,Major,50,15,24,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27364123c51e51b1b2f1e7343b2,https://open.spotify.com/track/5AkyvofVWUqds8x1HHgDU9,,https://www.youtube.com/watch?v=YBzJ0jmHv-4
BREATHE,LeeHi,1,2016,3,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,19,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273298c56a4f6053a44b9bf968e,https://open.spotify.com/track/6G4z9WbxyEeWdEQTfShACT,,https://www.youtube.com/watch?v=5iSlfF8TQ9k
So long,Paul Kim,1,2019,8,12,0,0,0,0,0,0,0,0,120,Unknown,Major,50,21,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273410757bbc0cbeb8df08f54e9,https://open.spotify.com/track/6e2q1I8aq1bhNlructWgta,,https://www.youtube.com/watch?v=eeL8yAhqwUg
